RecordID,Country,Gender,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
360,Burundi,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2016,2016,29.2
360,Burundi,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2016,2016,41.5
360,Burundi,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2016,2016,45.9
80,Burundi,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2016,2016,8.6
80,Burundi,M,Marital status,1,Never married,... if she argues with him,3,01/01/2016,2016,12
80,Burundi,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2016,2016,18
150,Burundi,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2016,2016,14.7
150,Burundi,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2016,2016,19.6
150,Burundi,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2016,2016,32.9
220,Burundi,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2016,2016,21.7
220,Burundi,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2016,2016,31.1
220,Burundi,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2016,2016,34
290,Burundi,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2016,2016,9.8
290,Burundi,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2016,2016,17.6
290,Burundi,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2016,2016,22.8
360,Burundi,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2016,2016,36.5
360,Burundi,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2016,2016,26.1
80,Burundi,M,Residence,5,Rural,... if she argues with him,3,01/01/2016,2016,10.9
80,Burundi,M,Residence,5,Urban,... if she argues with him,3,01/01/2016,2016,6.1
150,Burundi,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2016,2016,18.1
150,Burundi,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2016,2016,12.1
220,Burundi,M,Residence,5,Rural,... if she neglects the children,4,01/01/2016,2016,27.2
220,Burundi,M,Residence,5,Urban,... if she neglects the children,4,01/01/2016,2016,19.9
290,Burundi,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2016,2016,14.4
290,Burundi,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2016,2016,8.1
11,Cambodia,M,Education,5,Higher,... if she burns the food,1,01/01/2014,2014,0
11,Cambodia,M,Education,5,No education,... if she burns the food,1,01/01/2014,2014,0.7
11,Cambodia,M,Age,4,25-34,... if she burns the food,1,01/01/2014,2014,1
11,Cambodia,M,Residence,5,Urban,... if she burns the food,1,01/01/2014,2014,1
11,Cambodia,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2014,2014,1.7
11,Cambodia,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2014,2014,1.8
11,Cambodia,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2014,2014,1.9
11,Cambodia,M,Education,5,Secondary,... if she burns the food,1,01/01/2014,2014,2
11,Cambodia,M,Marital status,1,Never married,... if she burns the food,1,01/01/2014,2014,2
11,Cambodia,M,Residence,5,Rural,... if she burns the food,1,01/01/2014,2014,2
11,Cambodia,M,Age,4,15-24,... if she burns the food,1,01/01/2014,2014,2.1
11,Cambodia,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2014,2014,2.1
11,Cambodia,M,Education,5,Primary,... if she burns the food,1,01/01/2014,2014,2.2
11,Cambodia,M,Age,4,35-49,... if she burns the food,1,01/01/2014,2014,2.4
11,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2014,2014,4
361,Cambodia,M,Age,4,15-24,... for at least one specific reason,2,01/01/2014,2014,24.9
361,Cambodia,M,Age,4,25-34,... for at least one specific reason,2,01/01/2014,2014,23.9
361,Cambodia,M,Age,4,35-49,... for at least one specific reason,2,01/01/2014,2014,29.4
81,Cambodia,M,Age,4,15-24,... if she argues with him,3,01/01/2014,2014,10.6
81,Cambodia,M,Age,4,25-34,... if she argues with him,3,01/01/2014,2014,8.9
81,Cambodia,M,Age,4,35-49,... if she argues with him,3,01/01/2014,2014,14.1
151,Cambodia,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2014,2014,10.5
151,Cambodia,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2014,2014,11.7
151,Cambodia,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2014,2014,15.4
221,Cambodia,M,Age,4,15-24,... if she neglects the children,4,01/01/2014,2014,17.3
221,Cambodia,M,Age,4,25-34,... if she neglects the children,4,01/01/2014,2014,18.2
221,Cambodia,M,Age,4,35-49,... if she neglects the children,4,01/01/2014,2014,22
291,Cambodia,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2014,2014,3.6
291,Cambodia,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2014,2014,2.3
291,Cambodia,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2014,2014,5.7
361,Cambodia,M,Education,5,Higher,... for at least one specific reason,2,01/01/2014,2014,4.9
361,Cambodia,M,Education,5,No education,... for at least one specific reason,2,01/01/2014,2014,35.5
361,Cambodia,M,Education,5,Primary,... for at least one specific reason,2,01/01/2014,2014,32.2
361,Cambodia,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2014,2014,22.6
81,Cambodia,M,Education,5,Higher,... if she argues with him,3,01/01/2014,2014,0.7
81,Cambodia,M,Education,5,No education,... if she argues with him,3,01/01/2014,2014,16.1
81,Cambodia,M,Education,5,Primary,... if she argues with him,3,01/01/2014,2014,14.6
81,Cambodia,M,Education,5,Secondary,... if she argues with him,3,01/01/2014,2014,9.1
151,Cambodia,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2014,2014,1.3
151,Cambodia,M,Education,5,No education,... if she goes out without telling him,5,01/01/2014,2014,20.3
151,Cambodia,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2014,2014,15.6
151,Cambodia,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2014,2014,10.4
221,Cambodia,M,Education,5,Higher,... if she neglects the children,4,01/01/2014,2014,3.1
221,Cambodia,M,Education,5,No education,... if she neglects the children,4,01/01/2014,2014,25
221,Cambodia,M,Education,5,Primary,... if she neglects the children,4,01/01/2014,2014,22.9
221,Cambodia,M,Education,5,Secondary,... if she neglects the children,4,01/01/2014,2014,17.6
291,Cambodia,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2014,2014,0.7
291,Cambodia,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2014,2014,2.7
291,Cambodia,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2014,2014,5.6
291,Cambodia,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2014,2014,3
361,Cambodia,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2014,2014,26.8
361,Cambodia,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2014,2014,27.5
361,Cambodia,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2014,2014,16.3
81,Cambodia,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2014,2014,11.8
81,Cambodia,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2014,2014,9.3
81,Cambodia,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2014,2014,5.9
151,Cambodia,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2014,2014,12.9
151,Cambodia,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2014,2014,13.9
151,Cambodia,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2014,2014,5.7
221,Cambodia,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2014,2014,19.4
221,Cambodia,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2014,2014,22.8
221,Cambodia,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2014,2014,12.1
291,Cambodia,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2014,2014,3.8
291,Cambodia,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2014,2014,5.4
291,Cambodia,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2014,2014,3
361,Cambodia,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2014,2014,27
361,Cambodia,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2014,2014,23.8
361,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2014,2014,29.7
81,Cambodia,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2014,2014,11.5
81,Cambodia,M,Marital status,1,Never married,... if she argues with him,3,01/01/2014,2014,10.3
81,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2014,2014,15.6
151,Cambodia,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2014,2014,13.8
151,Cambodia,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2014,2014,9.9
151,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2014,2014,12.2
221,Cambodia,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2014,2014,20.3
221,Cambodia,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2014,2014,16.5
221,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2014,2014,22.8
291,Cambodia,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2014,2014,3.7
291,Cambodia,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2014,2014,4
291,Cambodia,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2014,2014,7.2
361,Cambodia,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2014,2014,28.8
361,Cambodia,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2014,2014,12.6
81,Cambodia,M,Residence,5,Rural,... if she argues with him,3,01/01/2014,2014,12.6
81,Cambodia,M,Residence,5,Urban,... if she argues with him,3,01/01/2014,2014,4.3
151,Cambodia,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2014,2014,13.9
151,Cambodia,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2014,2014,5.6
221,Cambodia,M,Residence,5,Rural,... if she neglects the children,4,01/01/2014,2014,21.3
221,Cambodia,M,Residence,5,Urban,... if she neglects the children,4,01/01/2014,2014,8.3
291,Cambodia,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2014,2014,4.3
291,Cambodia,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2014,2014,1.6
12,Cameroon,M,Education,5,Higher,... if she burns the food,1,01/01/2011,2011,2.4
12,Cameroon,M,Residence,5,Urban,... if she burns the food,1,01/01/2011,2011,5.9
12,Cameroon,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2011,2011,6.6
12,Cameroon,M,Age,4,35-49,... if she burns the food,1,01/01/2011,2011,6.7
12,Cameroon,M,Age,4,25-34,... if she burns the food,1,01/01/2011,2011,7.5
12,Cameroon,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2011,2011,8.2
12,Cameroon,M,Education,5,Secondary,... if she burns the food,1,01/01/2011,2011,8.3
12,Cameroon,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2011,2011,8.3
12,Cameroon,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2011,2011,9.4
12,Cameroon,M,Education,5,No education,... if she burns the food,1,01/01/2011,2011,9.5
12,Cameroon,M,Marital status,1,Never married,... if she burns the food,1,01/01/2011,2011,9.5
12,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2011,2011,10.7
12,Cameroon,M,Age,4,15-24,... if she burns the food,1,01/01/2011,2011,11.4
12,Cameroon,M,Education,5,Primary,... if she burns the food,1,01/01/2011,2011,11.8
12,Cameroon,M,Residence,5,Rural,... if she burns the food,1,01/01/2011,2011,12.9
362,Cameroon,M,Age,4,15-24,... for at least one specific reason,2,01/01/2011,2011,42.9
362,Cameroon,M,Age,4,25-34,... for at least one specific reason,2,01/01/2011,2011,36.5
362,Cameroon,M,Age,4,35-49,... for at least one specific reason,2,01/01/2011,2011,34.5
82,Cameroon,M,Age,4,15-24,... if she argues with him,3,01/01/2011,2011,19.4
82,Cameroon,M,Age,4,25-34,... if she argues with him,3,01/01/2011,2011,16.8
82,Cameroon,M,Age,4,35-49,... if she argues with him,3,01/01/2011,2011,15.7
152,Cameroon,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2011,2011,22
152,Cameroon,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2011,2011,20.3
152,Cameroon,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2011,2011,21.2
222,Cameroon,M,Age,4,15-24,... if she neglects the children,4,01/01/2011,2011,32
222,Cameroon,M,Age,4,25-34,... if she neglects the children,4,01/01/2011,2011,27.9
222,Cameroon,M,Age,4,35-49,... if she neglects the children,4,01/01/2011,2011,24.9
292,Cameroon,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2011,2011,8.6
292,Cameroon,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2011,2011,7.3
292,Cameroon,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2011,2011,6.6
362,Cameroon,M,Education,5,Higher,... for at least one specific reason,2,01/01/2011,2011,23.6
362,Cameroon,M,Education,5,No education,... for at least one specific reason,2,01/01/2011,2011,37.3
362,Cameroon,M,Education,5,Primary,... for at least one specific reason,2,01/01/2011,2011,43.7
362,Cameroon,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2011,2011,38.6
82,Cameroon,M,Education,5,Higher,... if she argues with him,3,01/01/2011,2011,7.3
82,Cameroon,M,Education,5,No education,... if she argues with him,3,01/01/2011,2011,21.7
82,Cameroon,M,Education,5,Primary,... if she argues with him,3,01/01/2011,2011,23.1
82,Cameroon,M,Education,5,Secondary,... if she argues with him,3,01/01/2011,2011,15.5
152,Cameroon,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2011,2011,8.7
152,Cameroon,M,Education,5,No education,... if she goes out without telling him,5,01/01/2011,2011,25.3
152,Cameroon,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2011,2011,27.5
152,Cameroon,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2011,2011,19
222,Cameroon,M,Education,5,Higher,... if she neglects the children,4,01/01/2011,2011,17.5
222,Cameroon,M,Education,5,No education,... if she neglects the children,4,01/01/2011,2011,26.1
222,Cameroon,M,Education,5,Primary,... if she neglects the children,4,01/01/2011,2011,32.2
222,Cameroon,M,Education,5,Secondary,... if she neglects the children,4,01/01/2011,2011,29.3
292,Cameroon,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2011,2011,1.7
292,Cameroon,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2011,2011,13.7
292,Cameroon,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2011,2011,10.7
292,Cameroon,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2011,2011,5.9
362,Cameroon,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2011,2011,39.2
362,Cameroon,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2011,2011,36.6
362,Cameroon,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2011,2011,36.6
82,Cameroon,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2011,2011,18
82,Cameroon,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2011,2011,19.2
82,Cameroon,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2011,2011,13.9
152,Cameroon,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2011,2011,21.9
152,Cameroon,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2011,2011,16.7
152,Cameroon,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2011,2011,19.7
222,Cameroon,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2011,2011,29.1
222,Cameroon,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2011,2011,28
222,Cameroon,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2011,2011,28.2
292,Cameroon,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2011,2011,7.9
292,Cameroon,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2011,2011,8.1
292,Cameroon,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2011,2011,6.1
362,Cameroon,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2011,2011,36.7
362,Cameroon,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2011,2011,40.5
362,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2011,2011,40
82,Cameroon,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2011,2011,17.3
82,Cameroon,M,Marital status,1,Never married,... if she argues with him,3,01/01/2011,2011,17.9
82,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2011,2011,18.5
152,Cameroon,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2011,2011,21.8
152,Cameroon,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2011,2011,20.4
152,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2011,2011,25.4
222,Cameroon,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2011,2011,27.4
222,Cameroon,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2011,2011,30.1
222,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2011,2011,30.7
292,Cameroon,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2011,2011,7.4
292,Cameroon,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2011,2011,7.8
292,Cameroon,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2011,2011,10.1
362,Cameroon,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2011,2011,43.5
362,Cameroon,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2011,2011,34.9
82,Cameroon,M,Residence,5,Rural,... if she argues with him,3,01/01/2011,2011,22.8
82,Cameroon,M,Residence,5,Urban,... if she argues with him,3,01/01/2011,2011,13.6
152,Cameroon,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2011,2011,27
152,Cameroon,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2011,2011,16.7
222,Cameroon,M,Residence,5,Rural,... if she neglects the children,4,01/01/2011,2011,32.3
222,Cameroon,M,Residence,5,Urban,... if she neglects the children,4,01/01/2011,2011,26.2
292,Cameroon,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2011,2011,11.6
292,Cameroon,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2011,2011,4.6
13,Chad,M,Education,5,Higher,... if she burns the food,1,01/01/2014,2014,12.4
13,Chad,M,Residence,5,Urban,... if she burns the food,1,01/01/2014,2014,21.6
13,Chad,M,Age,4,35-49,... if she burns the food,1,01/01/2014,2014,24
13,Chad,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2014,2014,24.3
13,Chad,M,Education,5,No education,... if she burns the food,1,01/01/2014,2014,24.7
13,Chad,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2014,2014,25.6
13,Chad,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2014,2014,26
13,Chad,M,Age,4,25-34,... if she burns the food,1,01/01/2014,2014,28.6
13,Chad,M,Education,5,Secondary,... if she burns the food,1,01/01/2014,2014,28.8
13,Chad,M,Marital status,1,Never married,... if she burns the food,1,01/01/2014,2014,28.8
13,Chad,M,Age,4,15-24,... if she burns the food,1,01/01/2014,2014,29.3
13,Chad,M,Residence,5,Rural,... if she burns the food,1,01/01/2014,2014,30
13,Chad,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2014,2014,31.5
13,Chad,M,Education,5,Primary,... if she burns the food,1,01/01/2014,2014,31.9
13,Chad,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2014,2014,38.7
363,Chad,M,Age,4,15-24,... for at least one specific reason,2,01/01/2014,2014,53.2
363,Chad,M,Age,4,25-34,... for at least one specific reason,2,01/01/2014,2014,50.5
363,Chad,M,Age,4,35-49,... for at least one specific reason,2,01/01/2014,2014,46.8
83,Chad,M,Age,4,15-24,... if she argues with him,3,01/01/2014,2014,24.4
83,Chad,M,Age,4,25-34,... if she argues with him,3,01/01/2014,2014,20.8
83,Chad,M,Age,4,35-49,... if she argues with him,3,01/01/2014,2014,20.6
153,Chad,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2014,2014,30
153,Chad,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2014,2014,28.1
153,Chad,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2014,2014,25.7
223,Chad,M,Age,4,15-24,... if she neglects the children,4,01/01/2014,2014,38.4
223,Chad,M,Age,4,25-34,... if she neglects the children,4,01/01/2014,2014,37.3
223,Chad,M,Age,4,35-49,... if she neglects the children,4,01/01/2014,2014,34.8
293,Chad,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2014,2014,25.9
293,Chad,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2014,2014,22.9
293,Chad,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2014,2014,21.5
363,Chad,M,Education,5,Higher,... for at least one specific reason,2,01/01/2014,2014,36.6
363,Chad,M,Education,5,No education,... for at least one specific reason,2,01/01/2014,2014,50.2
363,Chad,M,Education,5,Primary,... for at least one specific reason,2,01/01/2014,2014,53
363,Chad,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2014,2014,50.6
83,Chad,M,Education,5,Higher,... if she argues with him,3,01/01/2014,2014,10.1
83,Chad,M,Education,5,No education,... if she argues with him,3,01/01/2014,2014,24.6
83,Chad,M,Education,5,Primary,... if she argues with him,3,01/01/2014,2014,22.8
83,Chad,M,Education,5,Secondary,... if she argues with him,3,01/01/2014,2014,20.8
153,Chad,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2014,2014,17.7
153,Chad,M,Education,5,No education,... if she goes out without telling him,5,01/01/2014,2014,28.6
153,Chad,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2014,2014,30.7
153,Chad,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2014,2014,26.9
223,Chad,M,Education,5,Higher,... if she neglects the children,4,01/01/2014,2014,27.6
223,Chad,M,Education,5,No education,... if she neglects the children,4,01/01/2014,2014,34.6
223,Chad,M,Education,5,Primary,... if she neglects the children,4,01/01/2014,2014,40.5
223,Chad,M,Education,5,Secondary,... if she neglects the children,4,01/01/2014,2014,37.9
293,Chad,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2014,2014,9.3
293,Chad,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2014,2014,24.6
293,Chad,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2014,2014,25
293,Chad,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2014,2014,23.5
363,Chad,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2014,2014,51.9
363,Chad,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2014,2014,48.2
363,Chad,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2014,2014,51.8
83,Chad,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2014,2014,20.1
83,Chad,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2014,2014,23.9
83,Chad,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2014,2014,26.5
153,Chad,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2014,2014,26.9
153,Chad,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2014,2014,29.1
153,Chad,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2014,2014,30.3
223,Chad,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2014,2014,39.6
223,Chad,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2014,2014,33.2
223,Chad,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2014,2014,37.7
293,Chad,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2014,2014,23.7
293,Chad,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2014,2014,24.2
293,Chad,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2014,2014,22.9
363,Chad,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2014,2014,48.4
363,Chad,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2014,2014,53.1
363,Chad,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2014,2014,55.3
83,Chad,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2014,2014,21
83,Chad,M,Marital status,1,Never married,... if she argues with him,3,01/01/2014,2014,23.8
83,Chad,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2014,2014,26.8
153,Chad,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2014,2014,26.7
153,Chad,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2014,2014,29.8
153,Chad,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2014,2014,35.2
223,Chad,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2014,2014,35.6
223,Chad,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2014,2014,38.8
223,Chad,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2014,2014,39.2
293,Chad,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2014,2014,22.3
293,Chad,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2014,2014,25.2
293,Chad,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2014,2014,32.6
363,Chad,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2014,2014,51.6
363,Chad,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2014,2014,47.9
83,Chad,M,Residence,5,Rural,... if she argues with him,3,01/01/2014,2014,23.3
83,Chad,M,Residence,5,Urban,... if she argues with him,3,01/01/2014,2014,19.8
153,Chad,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2014,2014,28.9
153,Chad,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2014,2014,26.3
223,Chad,M,Residence,5,Rural,... if she neglects the children,4,01/01/2014,2014,38
223,Chad,M,Residence,5,Urban,... if she neglects the children,4,01/01/2014,2014,34.6
293,Chad,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2014,2014,26.1
293,Chad,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2014,2014,18.2
14,Colombia,M,Education,5,Higher,... if she burns the food,1,01/01/2015,2015,0.7
14,Colombia,M,Residence,5,Urban,... if she burns the food,1,01/01/2015,2015,0.9
14,Colombia,M,Age,4,35-49,... if she burns the food,1,01/01/2015,2015,1
14,Colombia,M,Age,4,25-34,... if she burns the food,1,01/01/2015,2015,1.1
14,Colombia,M,Education,5,Secondary,... if she burns the food,1,01/01/2015,2015,1.1
14,Colombia,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2015,2015,1.1
14,Colombia,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2015,2015,1.1
