Country,Gender,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
Egypt,M,Education,5,Secondary,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Education,5,No education,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Education,5,Higher,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Education,5,No education,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Education,5,Primary,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Education,5,Secondary,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Marital status,1,Never married,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2014,2014,
Egypt,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2014,2014,
Egypt,M,Residence,5,Rural,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Residence,5,Urban,... if she argues with him,3,01/01/2014,2014,
Egypt,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2014,2014,
Egypt,M,Residence,5,Rural,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Residence,5,Urban,... if she neglects the children,4,01/01/2014,2014,
Egypt,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2014,2014,
Egypt,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2014,2014,
Eritrea,M,Age,4,15-24,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Education,5,No education,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... if she burns the food,1,01/01/2002,2002,
Eritrea,M,Age,4,15-24,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Age,4,15-24,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Age,4,15-24,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Education,5,No education,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Education,5,No education,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Education,5,No education,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Education,5,No education,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... if she argues with him,3,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... if she neglects the children,4,01/01/2002,2002,
Eritrea,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2002,2002,
Eritrea,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2002,2002,
Eswatini,M,Education,5,Higher,... if she burns the food,1,01/01/2006,2006,1
Eswatini,M,Age,4,25-34,... if she burns the food,1,01/01/2006,2006,1.5
Eswatini,M,Residence,5,Urban,... if she burns the food,1,01/01/2006,2006,1.8
Eswatini,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2006,2006,1.9
Eswatini,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2006,2006,2.5
Eswatini,M,Age,4,35-49,... if she burns the food,1,01/01/2006,2006,2.7
Eswatini,M,Education,5,Secondary,... if she burns the food,1,01/01/2006,2006,2.8
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2006,2006,3
Eswatini,M,Education,5,No education,... if she burns the food,1,01/01/2006,2006,4.1
Eswatini,M,Residence,5,Rural,... if she burns the food,1,01/01/2006,2006,5.1
Eswatini,M,Marital status,1,Never married,... if she burns the food,1,01/01/2006,2006,5.3
Eswatini,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2006,2006,5.7
Eswatini,M,Age,4,15-24,... if she burns the food,1,01/01/2006,2006,6.1
Eswatini,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2006,2006,6.6
Eswatini,M,Education,5,Primary,... if she burns the food,1,01/01/2006,2006,6.8
Eswatini,M,Age,4,15-24,... for at least one specific reason,2,01/01/2006,2006,41.7
Eswatini,M,Age,4,25-34,... for at least one specific reason,2,01/01/2006,2006,21.9
Eswatini,M,Age,4,35-49,... for at least one specific reason,2,01/01/2006,2006,16.7
Eswatini,M,Age,4,15-24,... if she argues with him,3,01/01/2006,2006,30.5
Eswatini,M,Age,4,25-34,... if she argues with him,3,01/01/2006,2006,15.7
Eswatini,M,Age,4,35-49,... if she argues with him,3,01/01/2006,2006,11.6
Eswatini,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2006,2006,20.3
Eswatini,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2006,2006,9.9
Eswatini,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2006,2006,7.4
Eswatini,M,Age,4,15-24,... if she neglects the children,4,01/01/2006,2006,21.5
Eswatini,M,Age,4,25-34,... if she neglects the children,4,01/01/2006,2006,9
Eswatini,M,Age,4,35-49,... if she neglects the children,4,01/01/2006,2006,6.9
Eswatini,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2006,2006,4.4
Eswatini,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2006,2006,2.6
Eswatini,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2006,2006,3.2
Eswatini,M,Education,5,Higher,... for at least one specific reason,2,01/01/2006,2006,10.4
Eswatini,M,Education,5,No education,... for at least one specific reason,2,01/01/2006,2006,28
Eswatini,M,Education,5,Primary,... for at least one specific reason,2,01/01/2006,2006,40.9
Eswatini,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2006,2006,28.5
Eswatini,M,Education,5,Higher,... if she argues with him,3,01/01/2006,2006,7.7
Eswatini,M,Education,5,No education,... if she argues with him,3,01/01/2006,2006,21.1
Eswatini,M,Education,5,Primary,... if she argues with him,3,01/01/2006,2006,30.6
Eswatini,M,Education,5,Secondary,... if she argues with him,3,01/01/2006,2006,19.8
Eswatini,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2006,2006,4.1
Eswatini,M,Education,5,No education,... if she goes out without telling him,5,01/01/2006,2006,11.5
Eswatini,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2006,2006,21
Eswatini,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2006,2006,12.9
Eswatini,M,Education,5,Higher,... if she neglects the children,4,01/01/2006,2006,5.1
Eswatini,M,Education,5,No education,... if she neglects the children,4,01/01/2006,2006,12.2
Eswatini,M,Education,5,Primary,... if she neglects the children,4,01/01/2006,2006,21
Eswatini,M,Education,5,Secondary,... if she neglects the children,4,01/01/2006,2006,13.3
Eswatini,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2006,2006,1.5
Eswatini,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2006,2006,6.1
Eswatini,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2006,2006,6.3
Eswatini,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2006,2006,1.9
Eswatini,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2006,2006,24.8
Eswatini,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2006,2006,37.7
Eswatini,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2006,2006,38.1
Eswatini,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2006,2006,17.9
Eswatini,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2006,2006,26.8
Eswatini,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2006,2006,27.7
Eswatini,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2006,2006,11.6
Eswatini,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2006,2006,16.7
Eswatini,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2006,2006,18.5
Eswatini,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2006,2006,11.3
Eswatini,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2006,2006,21.4
Eswatini,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2006,2006,18.9
Eswatini,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2006,2006,3
Eswatini,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2006,2006,5.7
Eswatini,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2006,2006,4.2
Eswatini,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2006,2006,18.7
Eswatini,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2006,2006,37.3
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2006,2006,25.7
Eswatini,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2006,2006,13
Eswatini,M,Marital status,1,Never married,... if she argues with him,3,01/01/2006,2006,27.2
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2006,2006,19.4
Eswatini,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2006,2006,8.7
Eswatini,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2006,2006,17.9
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2006,2006,10.9
Eswatini,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2006,2006,7
Eswatini,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2006,2006,19.1
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2006,2006,10.9
Eswatini,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2006,2006,2.4
Eswatini,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2006,2006,4.1
Eswatini,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2006,2006,6.1
Eswatini,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2006,2006,35.5
Eswatini,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2006,2006,20.6
Eswatini,M,Residence,5,Rural,... if she argues with him,3,01/01/2006,2006,26.1
Eswatini,M,Residence,5,Urban,... if she argues with him,3,01/01/2006,2006,14.1
Eswatini,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2006,2006,17
Eswatini,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2006,2006,9.5
Eswatini,M,Residence,5,Rural,... if she neglects the children,4,01/01/2006,2006,17.4
Eswatini,M,Residence,5,Urban,... if she neglects the children,4,01/01/2006,2006,9.6
Eswatini,M,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2006,2006,4.2
Eswatini,M,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2006,2006,2.5
Ethiopia,M,Education,5,Higher,... if she burns the food,1,01/01/2016,2016,3.2
Ethiopia,M,Residence,5,Urban,... if she burns the food,1,01/01/2016,2016,3.8
Ethiopia,M,Education,5,Secondary,... if she burns the food,1,01/01/2016,2016,5.3
Ethiopia,M,Employment,3,Unemployed,... if she burns the food,1,01/01/2016,2016,6.7
Ethiopia,M,Employment,3,Employed for cash,... if she burns the food,1,01/01/2016,2016,7.7
Ethiopia,M,Age,4,25-34,... if she burns the food,1,01/01/2016,2016,10.3
Ethiopia,M,Age,4,35-49,... if she burns the food,1,01/01/2016,2016,11.2
Ethiopia,M,Marital status,1,Never married,... if she burns the food,1,01/01/2016,2016,11.4
Ethiopia,M,Marital status,1,Married or living together,... if she burns the food,1,01/01/2016,2016,11.5
Ethiopia,M,Education,5,Primary,... if she burns the food,1,01/01/2016,2016,12.3
Ethiopia,M,Age,4,15-24,... if she burns the food,1,01/01/2016,2016,13.1
Ethiopia,M,Residence,5,Rural,... if she burns the food,1,01/01/2016,2016,13.6
Ethiopia,M,Employment,3,Employed for kind,... if she burns the food,1,01/01/2016,2016,14.3
Ethiopia,M,Education,5,No education,... if she burns the food,1,01/01/2016,2016,16.7
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2016,2016,19.8
Ethiopia,M,Age,4,15-24,... for at least one specific reason,2,01/01/2016,2016,31.4
Ethiopia,M,Age,4,25-34,... for at least one specific reason,2,01/01/2016,2016,23.4
Ethiopia,M,Age,4,35-49,... for at least one specific reason,2,01/01/2016,2016,27.4
Ethiopia,M,Age,4,15-24,... if she argues with him,3,01/01/2016,2016,18
Ethiopia,M,Age,4,25-34,... if she argues with him,3,01/01/2016,2016,13.2
Ethiopia,M,Age,4,35-49,... if she argues with him,3,01/01/2016,2016,16.4
Ethiopia,M,Age,4,15-24,... if she goes out without telling him,5,01/01/2016,2016,17
Ethiopia,M,Age,4,25-34,... if she goes out without telling him,5,01/01/2016,2016,14.8
Ethiopia,M,Age,4,35-49,... if she goes out without telling him,5,01/01/2016,2016,18.6
Ethiopia,M,Age,4,15-24,... if she neglects the children,4,01/01/2016,2016,21.8
Ethiopia,M,Age,4,25-34,... if she neglects the children,4,01/01/2016,2016,15.9
Ethiopia,M,Age,4,35-49,... if she neglects the children,4,01/01/2016,2016,19
Ethiopia,M,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2016,2016,14.1
Ethiopia,M,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2016,2016,11.4
Ethiopia,M,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2016,2016,11.9
Ethiopia,M,Education,5,Higher,... for at least one specific reason,2,01/01/2016,2016,11.2
Ethiopia,M,Education,5,No education,... for at least one specific reason,2,01/01/2016,2016,36
Ethiopia,M,Education,5,Primary,... for at least one specific reason,2,01/01/2016,2016,29
Ethiopia,M,Education,5,Secondary,... for at least one specific reason,2,01/01/2016,2016,18
Ethiopia,M,Education,5,Higher,... if she argues with him,3,01/01/2016,2016,5.5
Ethiopia,M,Education,5,No education,... if she argues with him,3,01/01/2016,2016,21.5
Ethiopia,M,Education,5,Primary,... if she argues with him,3,01/01/2016,2016,17.4
Ethiopia,M,Education,5,Secondary,... if she argues with him,3,01/01/2016,2016,7.9
Ethiopia,M,Education,5,Higher,... if she goes out without telling him,5,01/01/2016,2016,5.6
Ethiopia,M,Education,5,No education,... if she goes out without telling him,5,01/01/2016,2016,22.4
Ethiopia,M,Education,5,Primary,... if she goes out without telling him,5,01/01/2016,2016,17.7
Ethiopia,M,Education,5,Secondary,... if she goes out without telling him,5,01/01/2016,2016,10.2
Ethiopia,M,Education,5,Higher,... if she neglects the children,4,01/01/2016,2016,7.5
Ethiopia,M,Education,5,No education,... if she neglects the children,4,01/01/2016,2016,25.9
Ethiopia,M,Education,5,Primary,... if she neglects the children,4,01/01/2016,2016,19.3
Ethiopia,M,Education,5,Secondary,... if she neglects the children,4,01/01/2016,2016,13
Ethiopia,M,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2016,2016,4.3
Ethiopia,M,Education,5,No education,... if she refuses to have sex with him,6,01/01/2016,2016,17.4
Ethiopia,M,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2016,2016,13.3
Ethiopia,M,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2016,2016,6.4
Ethiopia,M,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2016,2016,17.5
Ethiopia,M,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2016,2016,33.6
Ethiopia,M,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2016,2016,20.9
Ethiopia,M,Employment,3,Employed for cash,... if she argues with him,3,01/01/2016,2016,9.3
Ethiopia,M,Employment,3,Employed for kind,... if she argues with him,3,01/01/2016,2016,19.9
Ethiopia,M,Employment,3,Unemployed,... if she argues with him,3,01/01/2016,2016,11.7
Ethiopia,M,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2016,2016,10.6
Ethiopia,M,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2016,2016,20.5
Ethiopia,M,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2016,2016,11.5
Ethiopia,M,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2016,2016,11.6
Ethiopia,M,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2016,2016,23.4
Ethiopia,M,Employment,3,Unemployed,... if she neglects the children,4,01/01/2016,2016,14.9
Ethiopia,M,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2016,2016,8
Ethiopia,M,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2016,2016,15.3
Ethiopia,M,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2016,2016,9
Ethiopia,M,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2016,2016,26.7
Ethiopia,M,Marital status,1,Never married,... for at least one specific reason,2,01/01/2016,2016,28.2
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2016,2016,40.9
Ethiopia,M,Marital status,1,Married or living together,... if she argues with him,3,01/01/2016,2016,15.5
Ethiopia,M,Marital status,1,Never married,... if she argues with him,3,01/01/2016,2016,16.3
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2016,2016,22.9
Ethiopia,M,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2016,2016,17.3
Ethiopia,M,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2016,2016,15.7
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2016,2016,22.6
Ethiopia,M,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2016,2016,18
Ethiopia,M,Marital status,1,Never married,... if she neglects the children,4,01/01/2016,2016,20.2
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2016,2016,26.6
Ethiopia,M,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2016,2016,12.1
Ethiopia,M,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2016,2016,12.7
Ethiopia,M,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2016,2016,21
Ethiopia,M,Residence,5,Rural,... for at least one specific reason,2,01/01/2016,2016,30.8
Ethiopia,M,Residence,5,Urban,... for at least one specific reason,2,01/01/2016,2016,15.1
Ethiopia,M,Residence,5,Rural,... if she argues with him,3,01/01/2016,2016,18.4
Ethiopia,M,Residence,5,Urban,... if she argues with him,3,01/01/2016,2016,6.3
Ethiopia,M,Residence,5,Rural,... if she goes out without telling him,5,01/01/2016,2016,19.2
Ethiopia,M,Residence,5,Urban,... if she goes out without telling him,5,01/01/2016,2016,7.2
